fattura_id,riga_fattura,data_fattura,fornitore,codice_fornitore,codice_prodotto,descrizione_prodotto,categoria,quantita,unita_misura,prezzo_unitario,importo_totale,iva_pct,pagato,data_scadenza
50142,5,15/01/2024,Beverages Distribution,FORN-007,SKU-8240,Latte intero,,8.13,LT,1.2234,9.95,10,NO,15/03/2024
50142,6,15/01/2024,Beverages Distribution,FORN-007,SKU-5551,  Salmone intero,Pesce,16.508,g,14.0,231.11,10,SI,
50142,7,15/01/2024,Beverages Distribution,FORN-007,SKU-6974,Riso Carnaroli,Secchi,19.098,g,3.2,61.11,22,S,14/04/2024
50143,1,19/01/2024,Latteria Alpina Coop,FORN-005,SKU-6045,Olio EVO,Condimenti,18.46,lt,9.8245,181.36,22,SI,19/03/2024
50143,2,19/01/2024,Latteria Alpina Coop,FORN-005,SKU-9198,Vongole fresche,Pesce,29.94,g,9.0,269.46,,SI,18/02/2024
50143,3,19/01/2024,Latteria Alpina Coop,FORN-005,SKU-2813,Panna fresca,Latticini,17.63,1000ml,2.4392,43.0,10,NO,18/02/2024
50143,4,19/01/2024,Latteria Alpina Coop,FORN-005,SKU-7609,Burr@ta,Latticini,293.0,cad,3.0679,898.89,4,,19/03/2024
50143,5,19/01/2024,Latteria Alpina Coop,FORN-005,SKU-6403,Rucola,Verdure,29.807,g,4.0,119.23,10,SI,18/02/2024
50144,1,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-5412,Branzino fresco,Pesce,11.337,kilo,15.421,174.83,22,si,22/02/2024
50144,2,2024/01/23,BIANCHI CARNI s.r.l.,FORN-001,SKU-7811,Porcini freschi kg,Funghi,1.33,1000g,44.5217,59.21,22,SI,22/04/2024
50144,3,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-9455,Caffe miscela bar,Bevande,13.625,kg,15.3181,208.71,22,SI,22/04/2024
50144,4,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-1812,Panna fresca,Latticini,2.01,ml,2.4,4.82,22,NO,22/02/2024
50144,5,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-2434,Burrata,Latticini,120.0,pezzi,2.5843,310.12,10,SI,22/04/2024
50144,6,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-3725,Parmigiano Reggiano 24m,Latticini,5.557,kilo,14.7303,81.86,10,SI,
50144,7,23/01/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7978,Rucola,Verdure,3.261,kilo,3.7307,12.17,22,SI,10/01/2024
50145,1,26/01/2024,Latteria Alpina Coop,FORN-005,SKU-2072,Uova Cat.A 30pz,Latticini,52.0,PZ,,,5,SI,25/04/2024
50145,2,26/01/2024,Latteria Alpina Coop,FORN-005,SKU-6024,chianti 75cl,Vini,25.0,bottiglia,6.5484,163.71,10,S,25/04/2024
50145,3,26/01/2024,Latteria Alpina Coop,FORN-005,SKU-7018,parmigiano,Latticini,9.334,g,16.5,154.01,22,SI,25/02/2024
50145,4,26/01/2024,Latteria Alpina Coop,FORN-005,SKU-1680,  Branzino fresco,Pesce,3.53,KG,20.3882,71.97,10,SI,25/04/2024
50145,5,26/01/2024,Latteria Alpina Coop,FORN-005,SKU-3112,Caffe miscela bar,Bevande,7.249,KG,14.2073,102.99,10,SI,25/02/2024
50146,1,30/01/2024,Pescheria Del Mare SNC,FORN-002,SKU-4950,Costata di manzo,Carni,11.906,Kg,26.432,314.7,4,SI,29/04/2024
50146,2,30/01/2024,Pescheria Del Mare SNC,FORN-002,SKU-5788,Caffe miscela bar,Bevande,9.178,kg,15.4565,141.86,10,NO,29/04/2024
50146,3,30/01/2024,Pescheria Del Mare SNC,FORN-002,SKU-6502,Burrata,Latticini,48.0,nr,3.1918,153.21,5,SI,29/04/2024
50146,4,30/01/2024,Pescheria Del Mare SNC,FORN-002,SKU-4351,chianti 75cl,Vini,38.0,0.75,7.2954,277.23,5,NO,29/02/2024
50146,5,30/01/2024,Pescheria Del Mare SNC,FORN-002,SKU-5963,LATTE 1L,Latticini,9.72,l,1.2495,12.15,22,NO,30/03/2024
50147,1,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-9318,Caffe miscela bar,Bevande,16.967,kg,15.9014,269.8,5,SI,03/04/2024
50147,2,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-7513,Sale 100/kg,Condimenti,6.554,1000g,0.3648,2.39,22,SI,03/04/2024
50147,3,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-8446,Costata di manz,Carni,24.819,1000g,24.7136,613.37,22,SI,04/03/2024
50147,4,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6403,Vongole fresche,Pesce,15.24,kg,8.4877,129.35,10,SI,04/03/2024
50147,5,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-1053,Pasta tagliatelle,Secchi,11.883,KG,2.3036,27.37,10,NO,04/03/2024
50147,6,03/02/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-4656,Rucola,Verdure,19.946,kilo,4.0388,80.56,10,NO,
50148,1,05/02/2024,Beverages Distribution,FORN-007,SKU-4802,Vongole fresche,Pesce,27.748,kilo,8.5115,236.18,10,SI,05/05/2024
50148,2,05/02/2024,Beverages Distribution,FORN-007,SKU-8381,Porcini kg,Funghi,18.763,Kg,45.998,863.06,22,SI,05/04/2024
50148,3,05/02/2024,Beverages Distribution,FORN-007,SKU-4914,Riso Carnaroli,Secchi,10.225,1000g,3.0382,31.07,10,SI,05/04/2024
50148,4,05/02/2024,Beverages Distribution,FORN-007,SKU-4133,Farina 00,Secchi,18.974,g,0.85,16.13,22,SI,05/04/2024
50148,5,05/02/2024,Beverages Distribution,FORN-007,SKU-3331,Parmigiano Reggiano,Latticini,11.238,KG,16.8624,189.5,10,NO,06/03/2024
50148,6,05/02/2024,Beverages Distribution,FORN-007,SKU-3029,Insalata mista,Verdure,10.713,1000g,2.7237,29.18,22,SI,05/05/2024
50148,7,05/02/2024,Beverages Distribution,FORN-007,SKU-7382,filetto manzo kg,Carni,3.778,g,38.0,143.56,10,SI,05/05/2024
50148,8,05/02/2024,Beverages Distribution,FORN-007,SKU-2310,Pasta tagliatelle,Secchi,14.489,kg,2.2912,33.2,5,0,06/03/2024
50149,1,07/02/2024,Cantina Toscana SpA,FORN-004,SKU-6153,Latte fresco int,Latticini,4.51,l,1.0202,4.6,22,no,08/03/2024
50149,2,07/02/2024,Cantina Toscana SpA,FORN-004,SKU-5725,Porcini  freschi,Funghi,21.968,kg,51.6146,1133.87,22,,08/03/2024
50149,3,07/02/2024,Cantina Toscana SpA,FORN-004,SKU-1903,Vongole fresche,Pesce,29.767,kilo,9.7377,289.86,4,0,08/03/2024
50149,4,07/02/2024,Cantina Toscana SpA,FORN-004,SKU-8502,Petto di pollo,Carni,13.912,g,8.5,118.25,4,SI,07/04/2024
50150,1,08/02/2024,Distribuzione Generale,FORN-008,SKU-2262,Parmigiano Reggiano 24m,Latticini,13.78,1000g,14.5214,200.1,,SI,09/03/2024
50150,2,2024/02/08,Distribuzione Generale,FORN-008,SKU-7015,FUNGHI PORCINI,Funghi,1.226,KG,53.1101,65.11,22,no,08/04/2024
50150,3,08/02/2024,Distribuzione Generale,FORN-008,SKU-3021,Caffe miscela bar,,26.555,g,14.0,371.77,22,1,08/04/2024
50150,4,08/02/2024,Distribuzione Generale,FORN-008,SKU-2697,Farina 00,Secchi,20.223,kg,0.7961,16.1,4,NO,
50150,5,08/02/2024,Distribuzione Generale,FORN-008,SKU-2057,Chianti bt 0.75,Vini,48.0,1,7.406,355.49,10,NO,09/03/2024
50150,6,08-02-2024,Distribuzione Generale,FORN-008,SKU-9521,Uova fresche cat. A,Latticini,66.0,1,0.3023,19.95,22,NO,08/04/2024
50151,1,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8153,Rucola,,6.131,KG,3.4303,21.03,10,SI,09/05/2024
50151,2,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7169,Caffe miscela bar,Bevande,20.495,KG,15.3123,313.83,10,SI,10/03/2024
50151,3,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1896,Uova fresche cat. A,Latticini,268.0,cad,0.239,64.05,10,SI,10/03/2024
50151,4,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2020,Petto di pollo,Carni,3.287,kilo,8.8972,29.25,4,SI,09/04/2024
50151,5,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-2873,Olio EVO,Condimenti,3.77,1000ml,7.6931,29.0,4,SI,10/03/2024
50151,6,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-5928,Branzino fresco,Pesce,27.539,KG,15.3478,422.66,5,NO,09/05/2024
50151,7,09/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-1712,Filetto di manzo,Carni,9.08,g,38.0,345.04,10,SI,
50152,1,10/02/2024,Latteria Alpina Coop,FORN-005,SKU-1915,Riso Carnaroli,,18.573,kilo,3.1315,58.16,10,NO,11/03/2024
50152,2,10/02/2024,Latteria Alpina Coop,FORN-005,SKU-1500,Pomodorini ciliegino,,8.281,kg,3.4933,28.93,10,0,10/05/2024
50152,3,10/02/2024,Latteria Alpina Coop,FORN-005,SKU-8602,Branzino fresco,Pesce,2.99,Kg,19.9353,59.61,22,no,10/04/2024
50152,4,10/02/2024,Latteria Alpina Coop,FORN-005,SKU-1435,Costata di manzo,Carni,4.484,g,,,4,S,10/04/2024
50153,1,13/02/2024,Beverages Distribution,FORN-007,SKU-6774,Costata di manzo,Carni,28.791,Kg,32.366,931.85,22,NO,13/05/2024
50153,2,13/02/2024,Beverages Distribution,FORN-007,SKU-9894,Salmone intero,Pesce,23.381,KG,16.3043,381.21,22,NO,13/04/2024
50153,3,13/02/2024,Beverages Distribution,FORN-007,SKU-3508,Vino Chianti DOCG bt,Vini,7.0,bott,,,,SI,13/05/2024
50153,4,13/02/2024,Beverages Distribution,FORN-007,SKU-9305,Branzino fresco,Pesce,12.273,KG,20.8092,255.39,10,SI,13/04/2024
50153,5,13/02/2024,Beverages Distribution,FORN-007,SKU-8796,Uova fresche cat. A,Latticini,129.0,pezzi,0.3021,38.97,10,si,14/03/2024
50153,6,2024/02/13,Beverages Distribution,FORN-007,SKU-8379,Olio extra vergine,Condimenti,7.11,0.75,10.0312,71.32,22,SI,13/04/2024
50153,7,2024/02/13,Beverages Distribution,FORN-007,SKU-1409,Petto di pollo,Carni,28.166,kg,8.0639,227.13,10,NO,13/04/2024
50153,8,13/02/2024,Beverages Distribution,FORN-007,SKU-2314,Prosecco DOC,Vini,31.0,bott,4.6689,144.74,22,NO,14/03/2024
50154,1,16/02/2024,Beverages Distribution,FORN-007,SKU-7075,Filetto di manzo,Carni,7.813,kg,44.3335,346.38,22,SI,16/05/2024
50154,2,16/02/2024,Beverages Distribution,FORN-007,SKU-5171,Latte intero,Latticini,12.57,LT,1.273,16.0,10,NO,16/05/2024
50154,3,16/02/2024,Beverages Distribution,FORN-007,SKU-7703,Pasta tagliatelle,Secchi,12.004,kilo,2.4915,29.91,4,SI,16/04/2024
50154,4,16/02/2024,Beverages Distribution,FORN-007,SKU-7177,Sale fino,Condimenti,14.033,KG,0.342,4.8,22,SI,16/04/2024
50154,5,16/02/2024,Beverages Distribution,FORN-007,SKU-9081,Insalata mista,Verdure,7.882,kilo,,,4,,17/03/2024
50155,1,17/02/2024,Cantina Toscana SpA,FORN-004,SKU-9374,VINO TIGNANELLO,Vini,15.0,0.75,84.6865,1270.3,22,1,17/04/2024
50155,2,17/02/2024,Cantina Toscana SpA,FORN-004,SKU-7413,Petto di pollo,Carni,10.215,KG,9.3206,95.21,,NO,18/03/2024
50155,3,17-02-2024,Cantina Toscana SpA,FORN-004,SKU-7325,LATTE 1L,Latticini,7.87,lt,1.1192,8.81,10,1,18/03/2024
50156,1,21/02/2024,Cantina Vinicola Toscana,FORN-004,SKU-8685,Riso Carnaroli,Secchi,21.642,kg,3.7834,81.88,10,SI,21/04/2024
50156,2,21/02/2024,Cantina Vinicola Toscana,FORN-004,SKU-4774,Salmone intero,Pesce,18.479,1000g,0.14,2.59,,NO,21/04/2024
50156,3,21/02/2024,Cantina Vinicola Toscana,FORN-004,SKU-6927,Prosecco DOC,Vini,34.0,bott,5.2549,178.67,10,SI,21/05/2024
50157,1,25/02/2024,Latteria Alpina Coop,FORN-005,SKU-4691,Sale fino,Condimenti,8.0,Kg,0.4158,3.33,5,SI,25/05/2024
50157,2,25/02/2024,Latteria Alpina Coop,FORN-005,SKU-4511,Caffe miscela bar,Bevande,15.539,g,14.0,217.55,10,NO,25/05/2024
50157,3,25/02/2024,Latteria Alpina Coop,FORN-005,SKU-9192,Acqua 1000ml,Bevande,278.0,pz,0.3229,89.77,4,SI,25/04/2024
50157,4,25/02/2024,Latteria Alpina Coop,FORN-005,SKU-6647,Insalata mista,Verdure,14.607,KG,2.7138,39.64,10,SI,26/03/2024
50157,5,25/02/2024,Latteria Alpina Coop,FORN-005,SKU-8615,PARM.REGG.,Latticini,7.653,KG,14.306,109.48,22,SI,26/03/2024
50158,1,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-3648,uova fresche,Latticini,212.0,1,0.2697,57.18,22,1,24/02/2024
50158,2,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-2860,Vino Tignanello,Vini,47.0,bott,69.2222,3253.44,10,NO,29/03/2024
50158,3,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-2797,Prosecco DOC,Vini,16.0,bott,4.254,68.06,,si,28/05/2024
50158,4,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-1560,Insalata mista,Verdure,19.486,Kg,2.9553,57.59,4,NO,28/04/2024
50158,5,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-9886,Panna fresca,Latticini,3.23,LT,2.4222,7.82,10,SI,28/04/2024
50158,6,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-6939,Pomodorini ciliegino,Verdure,12.88,g,3.2,41.22,10,SI,28/05/2024
50158,7,28/02/2024,Molino Pasta Artigianale,FORN-006,SKU-3840,Salmone intero,Pesce,25.956,1000g,12.2055,316.81,4,SI,29/03/2024
50159,1,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6433,Insalata mista,,7.573,kg,2.7921,21.14,22,SI,29/04/2024
50159,2,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-3020,Riso Carnaroli,Secchi,7.228,g,3.2,23.13,4,NO,29/04/2024
50159,3,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6333,Burrata ,Latticini,240.0,cad,2.9005,696.12,4,SI,30/03/2024
50159,4,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6956,Vongole fresche,Pesce,1.107,g,9.0,9.96,10,NO,29/05/2024
50159,5,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-9254,Rucola,Verdure,29.124,kg,3.748,109.16,,NO,29/04/2024
50159,6,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6529,Vino Tignanello,Vini,34.0,bt,84.9152,2887.12,4,SI,29/04/2024
50159,7,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-8092,Pasta tagliatell,Secchi,8.864,g,2.1,18.61,22,NO,29/05/2024
50159,8,29/02/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-9684,Parmigiano Reggiano 24m,Latticini,4.916,1000g,18.1797,89.37,4,NO,30/03/2024
50160,1,03/03/2024,Molino Pasta Artigianale,FORN-006,SKU-9266,Prosecco DOC,Vini,23.0,bott,4.1598,95.68,,NO,02/05/2024
50160,2,03/03/2024,Molino Pasta Artigianale,FORN-006,SKU-2926,Insalata mista,Verdure,29.733,KG,2.5756,76.58,,SI,02/05/2024
50160,3,03/03/2024,Molino Pasta Artigianale,FORN-006,SKU-7345,Burrata,Latticini,273.0,1,3.3246,907.62,10,SI,
50160,4,03/03/2024,Molino Pasta Artigianale,FORN-006,SKU-1766,Porcini kg,Funghi,28.753,kilo,48.0962,1382.91,22,NO,02/04/2024
50160,5,03/03/2024,Molino Pasta Artigianale,FORN-006,SKU-3156,Parmigiano 24m,Latticini,8.896,KG,15.0315,133.72,4,1,01/06/2024
50161,1,06/03/2024,Distribuzione Generale,FORN-008,SKU-2730,Acqua minerale 1L,Bevande,69.0,nr,,,10,no,05/05/2024
50161,2,06/03/2024,Distribuzione Generale,FORN-008,SKU-9364,Rucola,,13.754,Kg,4.6752,64.3,10,NO,05/04/2024
50161,3,06/03/2024,Distribuzione Generale,FORN-008,SKU-3630,Fil. Manzo,Carni,21.259,kg,42.9366,912.79,22,SI,05/04/2024
50161,4,06/03/2024,Distribuzione Generale,FORN-008,SKU-6105,Vongole fresche,Pesce,3.419,KG,8.2949,28.36,22,NO,05/04/2024
50161,5,06/03/2024,Distribuzione Generale,FORN-008,SKU-5045,Prosecco DOC,Vini,44.0,bott,4.7214,207.74,22,SI,05/04/2024
50161,6,06/03/2024,Distribuzione Generale,FORN-008,SKU-1667,Porcini freschi kg,Funghi,6.973,1000g,42.1397,293.84,4,SI,04/06/2024
50161,7,06/03/2024,Distribuzione Generale,FORN-008,SKU-5863,Costata di manzo,Carni,9.32,kg,,,10,SI,04/06/2024
50161,8,06/03/2024,Distribuzione Generale,FORN-008,SKU-1425,Caffe miscela bar,Bevande,25.69,KG,15.2139,390.85,10,SI,05/04/2024
50162,1,08/03/2024,Macelleria Bianchi SRL,FORN-001,SKU-5460,Branzino fresco,,28.493,1000g,18.1652,517.58,10,NO,06/06/2024
50162,2,08/03/2024,Macelleria Bianchi SRL,FORN-001,SKU-1469,Prosecco DOC,Vini,23.0,0.75,5.6304,129.5,10,NO,07/05/2024
50162,3,08/03/2024,Macelleria Bianchi SRL,FORN-001,SKU-5603,Riso Carnaroli,Secchi,5.445,g,3.2,17.42,10,NO,07/05/2024
50162,4,08-03-2024,Macelleria Bianchi SRL,FORN-001,SKU-1607,Burrata,Latticini,146.0,1,3.1045,453.26,4,SI,07/05/2024
50162,5,08/03/2024,Macelleria Bianchi SRL,FORN-001,SKU-5742,Vino Tignanello,Vini,25.0,750ml,66.8412,1671.03,22,SI,07/04/2024
50162,6,08/03/2024,Macelleria Bianchi SRL,FORN-001,SKU-3921,Acqua minerale 1L,Bevande,214.0,pz,0.316,67.62,10,SI,07/04/2024
50163,1,09/03/2024,Distribuzione Generale,FORN-008,SKU-5926,Panna fresca,Latticini,13.16,l,2.1923,28.85,10,SI,08/05/2024
50163,2,09/03/2024,Distribuzione Generale,FORN-008,SKU-2394,Salmone intero,Pesce,12.885,g,14.0,180.39,22,NO,07/06/2024
50163,3,09/03/2024,Distribuzione Generale,FORN-008,SKU-3377,LATTE 1L,Latticini,2.64,0.75,1.0492,2.77,4,SI,08/05/2024
50163,4,09/03/2024,Distribuzione Generale,FORN-008,SKU-3806,Porcini freschi,Funghi,16.024,KG,43.4485,696.22,22,SI,08/04/2024
50163,5,09/03/2024,Distribuzione Generale,FORN-008,SKU-5272,Acqua minerale 1L,Bevande,117.0,1,0.3703,43.33,10,SI,07/06/2024
50163,6,09/03/2024,Distribuzione Generale,FORN-008,SKU-3794,Olio EVO,,4.65,L,7.9764,37.09,22,SI,08/04/2024
50163,7,09/03/2024,Distribuzione Generale,FORN-008,SKU-9826,Riso Carnaroli,,1.641,g,3.2,5.25,22,NO,07/06/2024
50164,1,12/03/2024,Beverages Distribution,FORN-007,SKU-7966,Rucola,Verdure,25.968,Kg,3.4298,89.07,10,SI,11/05/2024
50164,2,12/03/2024,Beverages Distribution,FORN-007,SKU-9764,Vino Tignanello,Vini,33.0,bt,69.6478,2298.38,4,1,11/05/2024
50164,3,12/03/2024,Beverages Distribution,FORN-007,SKU-4277,Latte intero,,3.74,L,1.2135,4.54,10,NO,02/03/2024
50164,4,12/03/2024,Beverages Distribution,FORN-007,SKU-5705,Prosecco DOC,Vini,31.0,0.75,5.1954,161.06,10,0,11/04/2024
50164,5,12/03/2024,Beverages Distribution,FORN-007,SKU-6768,Caffe miscela bar,Bevande,22.734,Kg,15.4785,351.89,10,SI,11/04/2024
50164,6,12/03/2024,Beverages Distribution,FORN-007,SKU-9198,filetto manzo kg,Carni,21.85,kilo,38.1032,832.55,22,SI,11/05/2024
50164,7,12/03/2024,Beverages Distribution,FORN-007,SKU-9244,Branzino fresco,Pesce,27.044,g,18.0,486.79,4,SI,11/05/2024
50165,1,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-6928,Porcini freschi,Funghi,19.788,g,45.0,890.46,22,NO,11/06/2024
50165,2,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-2328,Sale 100/kg,Condimenti,7.675,kg,0.4515,3.47,22,0,12/04/2024
50165,3,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-6187,Caffe miscela bar,Bevande,9.18,Kg,12.3963,113.8,10,SI,11/06/2024
50165,4,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-9244,Salmone intero,Pesce,15.611,Kg,12.1236,189.26,22,SI,11/06/2024
50165,5,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-5909,Riso Carnaroli,Secchi,7.831,g,3.2,25.06,22,NO,
50165,6,13/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-5397,Uova fresche cat. A,,232.0,cad,0.2515,58.35,10,NO,11/06/2024
50166,1,15/03/2024,Distribuzione Generale,FORN-008,SKU-4066,Riso C@rnaroli,Secchi,26.469,g,3.2,84.7,10,SI,13/06/2024
50166,2,2024/03/15,Distribuzione Generale,FORN-008,SKU-6224,Costata di manzo,Carni,24.366,g,28.0,682.25,22,si,14/05/2024
50166,3,15/03/2024,Distribuzione Generale,FORN-008,SKU-1042,Filetto di manzo,Carni,5.967,KG,33.7362,201.3,22,NO,
50166,4,15/03/2024,Distribuzione Generale,FORN-008,SKU-2901,Farina 00,Secchi,17.138,kg,0.9238,15.83,10,SI,14/04/2024
50167,1,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-2635,Filetto manzo,Carni,28.17,kg,37.1591,1046.77,,SI,15/06/2024
50167,2,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-8342,Latte fresco int,Latticini,17.11,L,1.2731,21.78,5,SI,15/06/2024
50167,3,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-2868,Vino Tignanello,Vini,35.0,bt,68.7489,2406.21,10,NO,16/04/2024
50167,4,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-6666,Vongole fresche,Pesce,27.085,kilo,10.0847,273.14,22,SI,16/04/2024
50167,5,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-1467,Riso Carnaroli,Secchi,6.027,kilo,2.9792,17.96,10,SI,16/04/2024
50167,6,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-9831,Pomodorini ciliegino,Verdure,23.286,g,160.0,3725.76,22,NO,16/05/2024
50167,7,2024/03/17,Pescheria Del Mare SNC,FORN-002,SKU-4740,Sale fino,Condimenti,5.716,Kg,0.3677,2.1,10,NO,16/04/2024
50167,8,17/03/2024,Pescheria Del Mare SNC,FORN-002,SKU-1153,  Pasta tagliatelle,Secchi,14.789,KG,2.2689,33.55,10,SI,15/06/2024
50168,1,19/03/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-7945,Sale fino,Condimenti,8.116,kg,0.4372,3.55,4,SI,18/04/2024
50168,2,19-03-2024,Ortofrutta Rossi e Figli,FORN-003,SKU-9916,Acqua minerale 1L,Bevande,193.0,nr,0.409,78.94,10,SI,17/06/2024
50168,3,19-03-2024,Ortofrutta Rossi e Figli,FORN-003,SKU-4304,farina 00,Secchi,1.492,KG,0.9058,1.35,5,SI,18/04/2024
50168,4,19/03/2024,Ortofrutta Rossi e Figli,FORN-003,SKU-6750,FILETTO DI MANZO,Carni,16.853,kilo,37.5919,633.54,10,SI,17/06/2024
50169,1,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-9449,Acqua minerale 1L,Bevande,227.0,pezzi,0.2983,67.71,4,NO,22/05/2024
50169,2,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-1561,Vongole fresche,Pesce,29.356,1000g,900.0,26420.4,4,SI,21/06/2024
50169,3,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-9267,Panna fresca,Latticini,3.66,1000ml,2.7304,9.99,22,SI,22/05/2024
50169,4,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-7849,Uova fresche cat. A,Latticini,167.0,PZ,0.3116,52.04,22,SI,
50169,5,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-4941,Caffe miscela bar,Bevande,12.708,1000g,13.2019,167.77,4,1,22/05/2024
50169,6,23/03/2024,Cantina Vinicola Toscana,FORN-004,SKU-7986,SALE,Condimenti,2.703,kg,0.3991,1.08,5,SI,22/04/2024
50170,1,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-9127,Caffe miscela bar,Bevande,15.059,kilo,12.3021,185.26,10,si,25/05/2024
50170,2,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-3516,Vongole fresche,Pesce,6.189,kilo,9.4463,58.46,22,SI,25/05/2024
50170,3,2024/03/26,Cantina Toscana SpA,FORN-004,SKU-5759,Olio oliva EVO,Condimenti,12.2,LT,9.6105,117.25,10,SI,25/04/2024
50170,4,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-6332,Latte intero,Latticini,12.18,1000ml,1.0445,12.72,4,NO,
50170,5,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-9169,Pasta tagliatelle,Secchi,27.935,KG,2.0147,56.28,22,SI,25/05/2024
50170,6,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-6553,Costata di manzo,Carni,11.827,kilo,30.0033,354.85,10,si,24/06/2024
50170,7,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-5891,parmigiano,Latticini,19.308,g,16.5,318.58,4,NO,25/05/2024
50170,8,26/03/2024,Cantina Toscana SpA,FORN-004,SKU-5579,Rucola,Verdure,5.018,Kg,4.5719,22.94,10,SI,21/03/2024
50171,1,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-2911,Parmigiano 24m,Latticini,5.462,g,16.5,90.12,10,SI,27/05/2024
50171,2,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-8382,Burrata,Latticini,127.0,pz,3.1968,405.99,10,,26/06/2024
50171,3,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-6044,Panna fresca,Latticini,12.04,1000ml,2.8503,34.32,22,SI,26/06/2024
50171,4,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-4618,Petto di pollo,Carni,10.221,g,8.5,86.88,10,NO,27/05/2024
50171,5,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-5703,Olio oliva EVO,Condimenti,4.2,L,9.8394,41.33,22,SI,26/06/2024
50171,6,28/03/2024,Molino Pasta Artigianale,FORN-006,SKU-6054,Latte intero,Latticini,7.46,1000ml,1.2432,9.27,10,S,27/04/2024
50172,1,01/04/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-8951,Salmone intero,Pesce,2.781,KG,13.0269,36.23,10,SI,31/05/2024
50172,2,01/04/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-6317,Pasta tagliatelle,Secchi,10.306,kg,1.9843,20.45,10,NO,
50172,3,2024/04/01,BIANCHI CARNI s.r.l.,FORN-001,SKU-9309,Vongole fresche,Pesce,4.218,kilo,9.5021,40.08,10,SI,31/05/2024
50172,4,01/04/2024,BIANCHI CARNI s.r.l.,FORN-001,SKU-5865,Costata di manzo,Carni,7.003,kilo,27.0181,189.21,22,NO,31/05/2024
